wucha_min_ceil,count,mean,std,min,25%,50%,75%,max
-14701,1.0,10005633031.0,,10005633031.0,10005633031.0,10005633031.0,10005633031.0,10005633031.0
-4004,1.0,10008674984.0,,10008674984.0,10008674984.0,10008674984.0,10008674984.0,10008674984.0
-1752,1.0,10021931909.0,,10021931909.0,10021931909.0,10021931909.0,10021931909.0,10021931909.0
-1641,1.0,10021415707.0,,10021415707.0,10021415707.0,10021415707.0,10021415707.0,10021415707.0
-1337,9.0,10022929758.88889,5405.781244289405,10022923528.0,10022926093.0,10022928378.0,10022932469.0,10022938534.0
-1331,10.0,10023891568.8,4073.8930275597563,10023885070.0,10023890391.5,10023891489.0,10023893119.75,10023898840.0
-1321,1.0,10023010257.0,,10023010257.0,10023010257.0,10023010257.0,10023010257.0,10023010257.0
-1300,1.0,10023120378.0,,10023120378.0,10023120378.0,10023120378.0,10023120378.0,10023120378.0
-1240,1.0,10023454223.0,,10023454223.0,10023454223.0,10023454223.0,10023454223.0,10023454223.0
-1203,1.0,10022205726.0,,10022205726.0,10022205726.0,10022205726.0,10022205726.0,10022205726.0
-1090,1.0,10022542430.0,,10022542430.0,10022542430.0,10022542430.0,10022542430.0,10022542430.0
-1071,1.0,10022657733.0,,10022657733.0,10022657733.0,10022657733.0,10022657733.0,10022657733.0
-1067,1.0,10024504736.0,,10024504736.0,10024504736.0,10024504736.0,10024504736.0,10024504736.0
-961,4.0,10022528630.25,747736.6350047656,10021783880.0,10021944100.25,10022524310.5,10023108840.5,10023282020.0
-960,22.0,10021657888.818182,1095086.7208171075,10019940601.0,10020702535.25,10021794586.0,10021958195.75,10023232708.0
-758,8.0,10022159421.125,5138.515445354121,10022150524.0,10022155766.0,10022161247.0,10022163005.5,10022164979.0
-724,12.0,10024958787.916666,6518.987197666009,10024948640.0,10024953044.75,10024961345.5,10024963681.5,10024966738.0
-496,200.0,10027136538.94,4510.895568570928,10027128741.0,10027134433.5,10027137137.5,10027139479.5,10027142106.0
-495,1.0,10023646354.0,,10023646354.0,10023646354.0,10023646354.0,10023646354.0,10023646354.0
-490,1372.0,10026689509.962828,981245.3825036291,10024284640.0,10025890831.5,10026540826.5,10027401851.5,10028880691.0
-489,60.0,10025051466.583334,1449858.914661223,10023848154.0,10024080974.5,10024322186.0,10025879045.75,10028830479.0
-488,70.0,10024485234.071428,1103720.7904111862,10023847881.0,10023979934.75,10024107903.5,10024324091.75,10028044565.0
-487,18.0,10025724322.555555,2023482.023848443,10022857876.0,10024000326.5,10026838211.5,10027306174.75,10028078487.0
-486,4.0,10024005855.25,15371.735954341657,10023987597.0,10023996149.25,10024007423.0,10024017129.0,10024020978.0
-485,1.0,10024005988.0,,10024005988.0,10024005988.0,10024005988.0,10024005988.0,10024005988.0
-484,1.0,10024014599.0,,10024014599.0,10024014599.0,10024014599.0,10024014599.0,10024014599.0
-480,69.0,10027902067.028986,381741.3226366149,10027254817.0,10027539718.0,10027832348.0,10027846991.0,10028520005.0
-479,8.0,10023236781.375,8236.430467094693,10023230779.0,10023232727.5,10023233059.5,10023236627.25,10023255680.0
-478,20.0,10027558637.95,2230423.193438446,10023226718.0,10028478184.0,10028695148.0,10028695903.0,10028697284.0
-476,24.0,10022923869.125,281682.76247322786,10022647457.0,10022648334.75,10022923844.0,10023199367.5,10023200395.0
-475,3.0,10024652340.666666,2458272.2870451785,10023233055.0,10023233056.5,10023233058.0,10025361983.5,10027490909.0
-474,161.0,10027246458.956522,1537473.1056114663,10022507888.0,10027087228.0,10027469455.0,10028376844.0,10028694545.0
-473,1.0,10028688045.0,,10028688045.0,10028688045.0,10028688045.0,10028688045.0,10028688045.0
-472,2.0,10026007954.5,3972348.4129039464,10023199080.0,10024603517.25,10026007954.5,10027412391.75,10028816829.0
-471,12.0,10023227761.0,271.19432817882387,10023227536.0,10023227541.75,10023227544.5,10023228066.75,10023228072.0
-465,4.0,10022495254.5,6260.70765435772,10022487383.0,10022492741.75,10022495535.0,10022498047.75,10022502565.0
-464,1.0,10027167179.0,,10027167179.0,10027167179.0,10027167179.0,10027167179.0,10027167179.0
-456,4.0,10025335508.75,12569.870255893655,10025324565.0,10025324676.75,10025335123.0,10025345955.0,10025347224.0
-455,320.0,10025742329.528126,1764853.301647,10022478391.0,10024306832.5,10025935028.0,10027030669.25,10029060519.0
-454,123.0,10025543890.008131,1748972.556095306,10022480785.0,10024082026.0,10025627965.0,10026911504.5,10028995348.0
-453,403.0,10025738367.019852,1808664.8447634552,10022488609.0,10024230388.5,10025795735.0,10027162073.0,10029089131.0
-452,21.0,10026328576.428572,1834674.8276399164,10023531025.0,10025079727.0,10026164126.0,10027950387.0,10028914697.0
-450,45.0,10025672327.866667,2173232.2709621177,10023317119.0,10023318439.0,10025008890.0,10028816238.0,10029101128.0
-449,12.0,10025794607.75,1531393.7899221757,10025008505.0,10025008896.25,10025175945.5,10025342516.5,10029106942.0
-448,6.0,10028278164.5,321186.7577561379,10027633347.0,10028333349.0,10028395175.5,10028428497.5,10028492944.0
-447,3.0,10028644723.0,416561.1590306998,10028325895.0,10028409063.5,10028492232.0,10028804137.0,10029116042.0
-446,1.0,10028960105.0,,10028960105.0,10028960105.0,10028960105.0,10028960105.0,10028960105.0
-445,1.0,10022648056.0,,10022648056.0,10022648056.0,10022648056.0,10022648056.0,10022648056.0
-444,16.0,10025334651.875,9522.085765034186,10025325337.0,10025325488.5,10025334166.0,10025344104.75,10025344530.0
-443,4.0,10022648049.75,4.112987559751022,10022648045.0,10022648048.0,10022648049.5,10022648051.25,10022648055.0
-440,1.0,10022648315.0,,10022648315.0,10022648315.0,10022648315.0,10022648315.0,10022648315.0
-415,3.0,10025230671.0,491213.216492594,10024886208.0,10024949427.5,10025012647.0,10025402902.5,10025793158.0
-413,1.0,10023388218.0,,10023388218.0,10023388218.0,10023388218.0,10023388218.0,10023388218.0
-252,1.0,10027942008.0,,10027942008.0,10027942008.0,10027942008.0,10027942008.0,10027942008.0
-209,1.0,10030248412.0,,10030248412.0,10030248412.0,10030248412.0,10030248412.0,10030248412.0
-155,143.0,10029066109.39161,170284.22865348737,10028913719.0,10028921546.5,10029015215.0,10029210313.5,10029553935.0
-151,12.0,10027908627.666666,216586.929174296,10027442230.0,10028000634.75,10028001542.5,10028001547.5,10028001555.0
-146,1.0,10026103014.0,,10026103014.0,10026103014.0,10026103014.0,10026103014.0,10026103014.0
-82,13.0,10024841169.615385,6198.681560601705,10024831286.0,10024836223.0,10024842207.0,10024846246.0,10024849584.0
-72,7.0,10025754034.428572,2857.831978799247,10025749463.0,10025752455.0,10025754250.0,10025755940.0,10025757738.0
-61,1.0,10025208388.0,,10025208388.0,10025208388.0,10025208388.0,10025208388.0,10025208388.0
-53,1.0,10026790008.0,,10026790008.0,10026790008.0,10026790008.0,10026790008.0,10026790008.0
-41,1.0,10024788861.0,,10024788861.0,10024788861.0,10024788861.0,10024788861.0,10024788861.0
-40,2.0,10024788303.0,1.4142135623730951,10024788302.0,10024788302.5,10024788303.0,10024788303.5,10024788304.0
-31,646.0,10027510020.964396,1667128.7235614432,10024675560.0,10026166781.25,10027212044.0,10028851820.0,10031065728.0
-30,5.0,10026477397.2,2047613.8003933262,10024813319.0,10025770733.0,10025869683.0,10025881267.0,10030051984.0
-29,1.0,10025973474.0,,10025973474.0,10025973474.0,10025973474.0,10025973474.0,10025973474.0
-28,23.0,10025896235.782608,57951.32044927214,10025801436.0,10025843488.0,10025916313.0,10025943532.5,10025976610.0
-27,31.0,10025673290.67742,121513.64166418713,10025431658.0,10025646332.0,10025710375.0,10025739970.5,10025894432.0
-26,26.0,10025517091.461538,58685.70951857413,10025425507.0,10025472178.5,10025519985.0,10025560057.25,10025611590.0
-25,26.0,10025324845.76923,66025.18868995844,10025208208.0,10025267328.75,10025330186.5,10025389638.25,10025414789.0
-24,24.0,10025080779.541666,88077.99367061937,10024909682.0,10025010381.0,10025085886.5,10025161804.5,10025197797.0
-23,23.0,10026177508.608696,2652928.947335237,10024711172.0,10024773523.5,10024832733.0,10024901743.0,10031121885.0
-22,65.0,10029826983.33846,1082926.2121141565,10026095601.0,10029288076.0,10029348345.0,10030956762.0,10031073994.0
-21,24.0,10030759765.5,74389.48523700166,10030625197.0,10030694875.75,10030770499.5,10030816263.25,10030865057.0
-20,757.0,10029869074.02642,1358404.0572133719,10024757657.0,10030243764.0,10030301366.0,10030629899.0,10031040939.0
-19,130.0,10030030295.430769,1229443.8296959423,10025896860.0,10030246806.75,10030406581.5,10030712389.0,10031127062.0
-18,37.0,10030119527.405405,116786.91296698812,10029951646.0,10030031944.0,10030089604.0,10030167642.0,10030350332.0
-17,59.0,10029309289.457626,1308470.190897493,10025368073.0,10029684244.5,10029807915.0,10029912035.0,10030324827.0
-16,38.0,10029005485.868422,1588189.4230142317,10025414474.0,10029434516.0,10029536076.5,10029631547.0,10030236277.0
-15,401.0,10028269622.718204,1849064.9689079465,10024747763.0,10026652232.0,10028734035.0,10029836667.0,10031155200.0
-14,156.0,10029502842.942308,1512203.8365653993,10024840167.0,10028940679.5,10029702265.5,10030861182.25,10031058257.0
-13,30.0,10028950042.2,516276.1423265788,10028643481.0,10028698593.0,10028766516.0,10028850272.5,10030236485.0
-12,25.0,10028516268.96,64706.43214194398,10028406196.0,10028461060.0,10028522622.0,10028567996.0,10028621114.0
-11,99.0,10027876991.575758,1253393.304983675,10024768579.0,10027247699.5,10028226522.0,10028342528.5,10031020875.0
-10,11705.0,10028586868.617172,1566847.249712973,10024767189.0,10027693255.0,10028691224.0,10029804905.0,10031169300.0
-9,11932.0,10028266428.511734,1925884.920027479,10024769292.0,10026500983.75,10028253513.5,10030118470.75,10031179365.0
-8,7740.0,10027954587.290827,1781161.5463142893,10024772389.0,10026463964.75,10027698200.0,10029465553.75,10031180312.0
-7,16521.0,10026873018.992071,1679191.1972167264,10024777521.0,10025596108.0,10026377217.0,10027281362.0,10031179075.0
-6,4442.0,10027897743.221746,1834555.0900757262,10024781270.0,10026183819.5,10027733018.5,10029421185.25,10031185734.0
-5,8334.0,10027549963.62407,1979426.7463968731,10024788541.0,10025590172.5,10027326702.0,10029526417.75,10031193577.0
-4,26838.0,10027899731.7644,1717476.6122368353,10024788514.0,10026403040.75,10027953340.0,10029194314.5,10031198170.0
-3,232580.0,10028353436.24058,1708429.6079564418,10024791603.0,10026946560.75,10028453657.0,10029843591.25,10031200788.0
-2,22333.0,10028069021.425425,1603211.2180335538,10024796603.0,10026916093.0,10027909467.0,10029343746.0,10031203046.0
-1,269277.0,10027938662.105675,1865385.1920184616,10024802778.0,10026339784.0,10027782673.0,10029609566.0,10031209207.0
0,228906.0,10027647195.830118,1977521.529792886,9863867115.0,10026000464.25,10027335575.5,10029286421.25,10031209248.0
1,4146170.0,10028048853.334518,1863857.3466852705,9654470780.0,10026457742.25,10028070920.5,10029646314.75,10031212935.0
2,433152.0,10028048746.9662,1821391.5446122861,10023874428.0,10026520439.75,10027999397.5,10029663040.25,10031216948.0
3,122501.0,10026993649.534323,1858418.5164633512,10024820460.0,10025330378.0,10026347102.0,10028418430.0,10031221249.0
4,52621.0,10027796260.866537,2007569.3241446235,10024824998.0,10025887907.0,10027778353.0,10029775100.0,10031225623.0
5,245377.0,10027935493.202879,1825022.4961746722,10024017150.0,10026330091.0,10027858238.0,10029477185.0,10031234073.0
6,25092.0,10027123991.288897,2126488.2725986363,10024847075.0,10025087012.25,10026341659.0,10029043207.25,10031237568.0
7,12889.0,10027397479.714563,2054969.0126905558,10024859864.0,10025129006.0,10027132163.0,10029618762.0,10031241423.0
8,6036.0,10027911472.549536,1854617.3000979333,10024888948.0,10025909146.75,10028184636.5,10029809441.75,10031235845.0
9,6547.0,10027696150.801283,1741176.6182031468,10024891129.0,10025912730.5,10027825427.0,10029303101.0,10031248417.0
10,5723.0,10027998242.338634,1832037.1166409322,10024893366.0,10025926713.5,10028203950.0,10029820253.5,10031215741.0
11,4293.0,10027376233.415792,1763556.334493645,10024888675.0,10025919051.0,10027056051.0,10028609511.0,10031227179.0
12,3268.0,10027727520.023256,1852865.0741152158,10024909115.0,10025924823.0,10027385566.0,10029826657.5,10031277943.0
13,3107.0,10027501672.162214,1883032.8624281597,10024914649.0,10025926222.5,10027386973.0,10029218367.0,10031233928.0
14,2438.0,10027394638.37859,1643870.1274608732,10024916320.0,10025931319.25,10027267222.5,10028453450.5,10031266973.0
15,1358.0,10027662683.006628,1646004.8037830265,10024930684.0,10026105975.0,10027710189.0,10028953891.25,10031236655.0
16,939.0,10027970733.211927,1820410.7282626315,10024923055.0,10026586228.5,10028227226.0,10029183897.0,10031275750.0
17,17468.0,10028377848.14621,1703219.2629065686,10024931238.0,10027136994.5,10028838126.0,10029830172.0,10031312934.0
18,2741.0,10028265342.090843,1508106.1471086412,10024948620.0,10026715807.0,10028294615.0,10029462654.0,10031327179.0
19,1880.0,10027936495.363298,1429143.1055328965,10024962240.0,10027010933.75,10028301209.5,10028347068.0,10031172817.0
20,3829.0,10028418374.623138,1385954.910914056,10024951027.0,10028179957.0,10029069923.0,10029207199.0,10031298550.0
21,6962.0,10028980681.468687,1082446.138674294,10024969368.0,10028978431.25,10029293562.5,10029472753.75,10031338191.0
22,6156.0,10028843438.259909,1288708.2576945096,10025031748.0,10028614941.25,10029294056.0,10029625299.25,10031325272.0
23,3621.0,10028782468.362055,1511731.0212058716,10025004597.0,10028438478.0,10028923522.0,10029799991.0,10031194873.0
24,4184.0,10028931418.694311,1370415.1199363135,10025090398.0,10028504178.75,10028922810.5,10029876088.5,10031364266.0
25,4256.0,10028715878.242716,878338.0365320359,10024714347.0,10028589713.75,10028674862.5,10028729845.0,10031299832.0
26,5478.0,10027904595.548376,1772024.6076623288,10025001112.0,10026340117.75,10027980023.5,10029259185.0,10031382691.0
27,5144.0,10028277808.9722,1785149.3484269653,10025001107.0,10026793009.5,10028313824.0,10029853394.25,10031386633.0
28,1056.0,10028434775.256628,1735654.0331315524,10025033529.0,10027441377.0,10028713985.5,10029738250.5,10031382844.0
29,960.0,10027904289.040625,2002038.5795097612,10025033461.0,10025549585.75,10028612749.0,10029748748.75,10031278178.0
30,907.0,10028244077.873209,1769945.9936571592,10025037196.0,10026515960.0,10028660405.0,10029735711.5,10031375143.0
31,874.0,10028789947.243708,1551475.671345683,10025069627.0,10028462156.25,10029235609.5,10029714309.75,10031355132.0
32,540.0,10028620493.033333,1402413.9643395818,10025126504.0,10027840579.25,10028749845.5,10029576518.25,10031276992.0
33,693.0,10028644280.675325,1527322.5500751263,10025132119.0,10027482121.0,10028758682.0,10029750334.0,10031391707.0
34,626.0,10028484465.209265,1808840.124629658,10025084958.0,10027367397.0,10028758387.5,10029941767.0,10031372510.0
35,532.0,10028787244.075188,1676191.8749821775,10025115422.0,10027882310.75,10028873554.5,10029948033.25,10031175664.0
36,492.0,10028257936.056911,1527926.0714705344,10025178657.0,10027375552.5,10028493828.0,10029402442.0,10031177811.0
37,483.0,10028335576.695652,1629676.4626901066,10025083711.0,10027804401.0,10028626187.0,10029564963.0,10031182953.0
38,434.0,10028368422.8894,1737111.6474430552,10025437462.0,10026799974.5,10028670256.0,10029955639.5,10031218950.0
39,492.0,10028976121.386179,1540126.5241865802,10025213895.0,10028244321.5,10029371836.0,10029961302.0,10031373146.0
40,506.0,10028150433.94664,1939616.7418534271,10025128611.0,10026175951.25,10028768232.5,10029547461.5,10031196045.0
41,458.0,10028780955.580786,1604979.167580339,10025130468.0,10027948254.5,10029046746.0,10029802273.25,10031305538.0
42,359.0,10028822551.72702,1727978.0588277138,10025111647.0,10028244282.5,10029046753.0,10029976442.5,10031305665.0
43,495.0,10029022215.381819,1407188.4565813448,10025112382.0,10028025159.0,10029534651.0,10030007030.0,10031299371.0
44,530.0,10028317127.075472,1311222.7123259283,10025266981.0,10027654637.75,10027657348.0,10029401123.0,10031305597.0
45,508.0,10028175381.811024,1481536.8227181302,10025140852.0,10027654701.75,10027657099.0,10029303060.25,10031214344.0
46,281.0,10028020448.669039,1510967.4746259244,10025140289.0,10027073785.0,10027981245.0,10029122510.0,10031218289.0
47,331.0,10028576497.697886,1620847.1369411435,10025175485.0,10027354627.0,10029165659.0,10030005967.5,10031223867.0
48,260.0,10028220120.673077,1669707.3264495218,10025175487.0,10026497337.75,10028732906.0,10029537244.5,10031227249.0
49,316.0,10028184914.632912,1698437.0233155484,10025175486.0,10026501765.25,10028679164.5,10029536644.5,10031233793.0
50,288.0,10027850058.6875,1808462.5953811503,10025231664.0,10025979891.75,10028163261.5,10029405540.75,10031110101.0
51,211.0,10028662994.909952,1618764.1172616768,10025173776.0,10027938157.5,10028746010.0,10029786535.0,10031113803.0
52,232.0,10027987969.612068,1852473.1895956125,10025148115.0,10025692672.0,10028548546.5,10029455991.0,10031430205.0
53,248.0,10028280105.943548,1565964.3014310831,10025229252.0,10027542548.75,10028703066.5,10029445743.0,10031254433.0
54,222.0,10028904261.085585,1802504.2915627935,10025222329.0,10027882449.0,10029203221.5,10030066570.0,10031405021.0
55,229.0,10028592448.113537,1995447.9699232369,10025219283.0,10026933762.0,10028766427.0,10030224343.0,10031298239.0
56,272.0,10027563910.772058,1557457.9663709183,10025266751.0,10026437695.75,10027329364.5,10028811002.75,10031283138.0
57,156.0,10028707985.391026,1167603.382988013,10025259378.0,10028464689.0,10028864759.5,10029329729.25,10031290662.0
58,169.0,10028434677.550297,1576153.490133873,10025259379.0,10027289190.0,10028780042.0,10029781254.0,10031405014.0
59,703.0,10028235956.852062,891901.5852428732,10025222345.0,10028052341.5,10028053338.0,10028053703.5,10031538920.0
60,338.0,10028143040.156805,1632329.960949956,10025200729.0,10026983913.25,10028053165.5,10029315437.75,10031313459.0
61,200.0,10028671781.47,1386417.5376817316,10025204636.0,10028053182.75,10028884019.0,10029536644.75,10031324711.0
62,304.0,10027795261.388159,1703058.4215060584,10025206363.0,10026007284.0,10027756111.5,10029358486.0,10031332768.0
63,248.0,10027292840.60484,1677599.2370912053,10025259812.0,10026007259.75,10026077945.5,10028897594.0,10031340262.0
64,172.0,10028200234.976744,1724402.7030649434,10025218503.0,10026496928.75,10028805174.5,10029371987.75,10031342599.0
65,236.0,10027864105.95339,1946871.4540918304,10025310571.0,10025686279.0,10028757619.0,10029919374.0,10030322294.0
66,167.0,10028889951.497005,1632686.5328291068,10025223231.0,10028215326.0,10029371937.0,10030250317.0,10031157771.0
67,205.0,10029297473.556097,1536828.6538242502,10025259371.0,10028818402.0,10030107059.0,10030252588.0,10031537517.0
68,195.0,10028316095.964102,1717304.538841541,10025251430.0,10026428773.0,10029046711.0,10029642621.0,10031490071.0
69,174.0,10028943765.908047,1376911.6472677072,10025260757.0,10028458568.25,10029372624.5,10030157443.5,10031169372.0
70,223.0,10028696646.547085,1503195.036268482,10025708693.0,10027626543.5,10029560585.0,10029573800.5,10031538948.0
71,303.0,10027949009.40264,1840490.009565903,10025327436.0,10025892880.5,10028239085.0,10029576058.5,10031538919.0
72,122.0,10028407304.803278,1821746.9963313579,10025343322.0,10026956419.25,10028844412.0,10030103642.5,10031182302.0
73,216.0,10027847579.592592,1336718.5729237762,10025443298.0,10026683326.0,10027709722.5,10028942692.5,10031183774.0
74,214.0,10027799649.598131,1411550.048981022,10025712658.0,10026957595.0,10026960969.0,10028855330.25,10031300005.0
75,153.0,10028043400.82353,1701842.870937631,10025712953.0,10026067880.0,10028262735.0,10029607178.0,10031191636.0
76,143.0,10028237461.804195,1676717.7003110019,10025298062.0,10027105621.0,10028716997.0,10029678611.5,10031195593.0
77,94.0,10027863167.265957,1679447.769493263,10025538398.0,10026066588.0,10028065339.5,10029197196.25,10031199974.0
78,140.0,10027961386.785715,1866002.1526800208,10025677362.0,10025813705.75,10028548884.5,10029270823.0,10031601777.0
79,111.0,10027860108.81982,1433761.4510887924,10025298129.0,10027277953.0,10027953972.0,10028846954.0,10031207093.0
80,111.0,10027613687.36937,1694478.2516534852,10025540349.0,10026068142.5,10027152540.0,10029280343.0,10031209721.0
81,101.0,10028756399.316832,1727862.6950589037,10025389834.0,10027440640.0,10029285505.0,10029826415.0,10031550034.0
82,159.0,10027871087.025158,1610202.2930723075,10025317113.0,10026064386.5,10027656068.0,10028892899.0,10031218108.0
83,64.0,10027828059.03125,1559839.8771411483,10025312599.0,10026063770.0,10028262770.5,10028928622.75,10031222614.0
84,67.0,10028115561.238806,1495736.0847204265,10025331498.0,10026507608.0,10028103021.0,10028881364.0,10031339120.0
85,53.0,10028035579.471699,1668633.4833486166,10025894090.0,10026212223.0,10028616394.0,10029363873.0,10030778795.0
86,114.0,10027436023.68421,1659013.6552416587,10025312605.0,10025885249.75,10026744539.5,10028998966.25,10031670090.0
87,73.0,10027914960.58904,1781890.5232675308,10025429107.0,10026060319.0,10028100041.0,10029314749.0,10031245356.0
88,68.0,10027871571.485294,1607756.9098872389,10025392291.0,10026751749.5,10027845590.5,10029197601.0,10030820695.0
89,88.0,10028211934.204546,1866243.8182920564,10025538624.0,10026171060.75,10028696033.5,10029855438.25,10031262784.0
90,95.0,10027661430.947369,1825597.2907673279,10025700410.0,10025926158.0,10027527094.0,10029159640.5,10031603929.0
91,103.0,10028185790.563107,1516717.054280639,10025910364.0,10027084930.5,10027830879.0,10029681117.0,10031589842.0
92,98.0,10028467145.734694,1962126.7919939172,10025388059.0,10026770800.0,10029340714.0,10030200956.0,10031281436.0
93,152.0,10027275689.473684,1776454.4882517837,10025383348.0,10025964421.0,10026136841.0,10028883913.0,10031701993.0
94,123.0,10027703446.300814,1744155.9446459678,10025427416.0,10026139315.5,10026782447.0,10029047349.5,10031706657.0
95,113.0,10028380786.734512,1651876.193323903,10025338859.0,10026374223.0,10029354339.0,10029530249.0,10031547965.0
96,97.0,10028864018.57732,1630877.0746347448,10025550041.0,10027857243.0,10028898413.0,10030417386.0,10031132276.0
97,132.0,10028685519.068182,1901939.0235232525,10025985194.0,10026061869.5,10029363513.0,10030227192.5,10031719443.0
98,65.0,10028719575.415384,1389303.1683019293,10025865481.0,10028079996.0,10028914180.0,10029856611.0,10030798461.0
99,113.0,10028061903.106195,2109492.037817586,10025431484.0,10025875311.0,10028098733.0,10030232904.0,10031728254.0
100,88.0,10029191887.602272,1904638.8210543122,10025758452.0,10027942026.75,10029382648.5,10030435508.5,10031731257.0
101,89.0,10027944543.05618,1935240.0293989745,10025641643.0,10026054634.0,10028100341.0,10029498245.0,10031726766.0
102,83.0,10027783032.60241,1667511.1889424585,10025539040.0,10026060198.5,10027595318.0,10029124002.0,10030585437.0
103,70.0,10028589983.028572,1735343.3233565048,10025337286.0,10026876472.25,10029395451.0,10030067223.75,10031073773.0
104,104.0,10027574735.365385,1600505.1033646513,10025426028.0,10026048147.5,10027584912.5,10028869446.25,10030662598.0
105,62.0,10029188405.790323,2212007.2434247537,10025379746.0,10027534334.0,10029735128.5,10030910757.0,10031744039.0
106,114.0,10028923609.570175,2083436.5198475346,10025548064.0,10026212257.25,10029982030.0,10030428993.5,10031748127.0
107,50.0,10029216030.4,2148170.8003993654,10026054519.0,10026837041.5,10029419871.5,10031658478.5,10031751073.0
108,52.0,10028850386.192308,1792552.9505168295,10026054518.0,10027534332.25,10028957508.5,10030467301.5,10031753927.0
109,129.0,10028198622.813953,1731526.2136621776,10025749425.0,10026082681.0,10028970377.0,10028971809.0,10031756839.0
110,76.0,10028568509.776316,1845890.9968910269,10025647491.0,10026666735.5,10028821943.5,10029438888.5,10031766670.0
111,67.0,10027360474.955223,1660243.1121032592,10025647496.0,10026054480.5,10026666875.0,10028974748.0,10031414921.0
112,98.0,10027743193.561224,1750581.454710977,10026054444.0,10026117353.0,10026674711.5,10029173702.5,10031772375.0
113,84.0,10027832159.678572,1636580.0225318838,10025774571.0,10026666625.75,10026674677.5,10029427860.0,10031777340.0
114,66.0,10027781394.530304,1771945.6111439262,10025611118.0,10026104151.75,10026667659.5,10029455099.25,10031771441.0
115,100.0,10027745960.33,1548470.555508241,10025484137.0,10026472622.75,10027153176.5,10029053462.5,10031529401.0
116,104.0,10028422987.692308,2038768.5346036807,10026050655.0,10026152859.5,10028451946.0,10030504008.5,10031534988.0
117,71.0,10027281804.577465,1597414.3487127803,10025503306.0,10026050659.5,10026666189.0,10028832747.0,10030509834.0
118,126.0,10029115410.396826,1254626.3883613546,10026050652.0,10029017514.5,10029018161.0,10029477699.5,10031545928.0
119,143.0,10028690272.09091,2528837.6796598486,10025511277.0,10026182357.0,10026886572.0,10031546649.0,10031602868.0
120,103.0,10030108465.640778,1972965.9137947226,10025703319.0,10029165530.5,10031555682.0,10031557183.0,10031558477.0
121,111.0,10029476337.225225,2174761.3741991506,10025537523.0,10027610596.5,10030002947.0,10031558975.5,10031562965.0
122,67.0,10027195430.716417,1781857.684298054,10025711586.0,10025713559.5,10026051439.0,10028525684.0,10031589413.0
123,91.0,10027720188.241758,1743007.7929012398,10025483261.0,10026216290.5,10026905159.0,10029530329.0,10031596967.0
124,118.0,10028255071.661016,1964249.3480544097,10025549032.0,10026678398.75,10026910426.0,10030368309.75,10031790979.0
125,40.0,10028659845.65,1752756.7327904592,10025566887.0,10026914669.75,10029044174.5,10029514240.0,10031483232.0
126,47.0,10028450298.425531,1732126.6317224884,10025510091.0,10026917441.5,10029050060.0,10029755267.5,10031726132.0
127,116.0,10027489697.689655,1514202.1718193118,10025894706.0,10025900414.5,10026921042.0,10028309805.5,10031163491.0
128,102.0,10027585908.62745,1658090.8929064553,10025901392.0,10026252795.5,10026875299.5,10029410084.0,10031495449.0
129,57.0,10028296998.526316,1597130.7332967578,10025466612.0,10026929226.0,10028987538.0,10029530174.0,10031501017.0
130,73.0,10028409748.465754,1361047.3571572974,10026050490.0,10028088354.0,10028092395.0,10029536903.0,10030706107.0
131,153.0,10027863740.601307,1305539.1160544276,10025700554.0,10026293125.0,10028092697.0,10028093748.0,10031511648.0
132,59.0,10027949630.355932,1711887.2024874084,10025963163.0,10026280609.5,10027656125.0,10029545039.5,10031513599.0
133,57.0,10028189760.964912,1736374.7325940942,10026047541.0,10027049505.0,10027382145.0,10029548648.0,10031838199.0
134,44.0,10029495354.136364,1909402.790764165,10025965523.0,10027985282.75,10029654283.0,10030617219.0,10031839557.0
135,58.0,10028493830.586206,1701211.5919502992,10026047535.0,10026955439.75,10029044263.5,10029564007.25,10031842000.0
136,85.0,10027051099.964706,1538210.2916252136,10025496369.0,10026121667.0,10026325069.0,10026961203.0,10030734584.0
137,57.0,10028559352.964912,1727301.6517974022,10025606473.0,10026965432.0,10029166646.0,10029167345.0,10031773100.0
138,109.0,10028216572.302752,1961172.079634554,10025591800.0,10026297030.0,10027766590.0,10029922888.0,10031542712.0
139,68.0,10029110149.852942,1646630.2216406139,10025526472.0,10027755464.5,10029926094.5,10030228265.25,10030738137.0
140,86.0,10027152354.081396,1565802.9715138432,10025753572.0,10026299940.25,10026362730.0,10026976163.0,10031858450.0
141,73.0,10029356150.863014,1473922.431281591,10026047423.0,10029125381.0,10029777871.0,10030218229.0,10031786769.0
142,38.0,10027565119.842106,1631805.592306522,10026047420.0,10026349032.5,10026831345.0,10029183766.0,10030823928.0
143,51.0,10029585536.705883,1681902.26249976,10026047415.0,10029134105.5,10030617789.0,10030801008.5,10031795450.0
144,51.0,10028171952.666666,1806575.2475050206,10025963981.0,10026400145.5,10027875031.0,10029624123.5,10031582466.0
145,44.0,10027598142.363636,1759516.1204063382,10026047997.0,10026400404.75,10026411417.5,10029255660.5,10031588976.0
146,72.0,10028294481.972221,1773716.125088268,10025840483.0,10026384785.75,10028457400.5,10029617441.5,10031506622.0
147,49.0,10028509679.632652,1933797.183139428,10025607611.0,10026665730.0,10027875042.0,10030634574.0,10031811350.0
148,51.0,10028188592.705883,1663898.7500028275,10025606438.0,10027012860.5,10027657090.0,10029630158.0,10030791093.0
