wucha_min_ceil,count,mean,std,min,25%,50%,75%,max
1586,3.0,10035413385.333334,175455.57744435864,10035259794.0,10035317777.5,10035375761.0,10035490181.0,10035604601.0
1588,2.0,10036213614.0,1350330.7073335776,10035258786.0,10035736200.0,10036213614.0,10036691028.0,10037168442.0
1589,2.0,10035628056.5,16914.7013127634,10035616096.0,10035622076.25,10035628056.5,10035634036.75,10035640017.0
1590,1.0,10037178018.0,,10037178018.0,10037178018.0,10037178018.0,10037178018.0,10037178018.0
1591,3.0,10034421599.333334,1043457.2658625428,10033819158.0,10033819159.0,10033819160.0,10034722820.0,10035626480.0
1592,1.0,10037186795.0,,10037186795.0,10037186795.0,10037186795.0,10037186795.0,10037186795.0
1593,1.0,10034209031.0,,10034209031.0,10034209031.0,10034209031.0,10034209031.0,10034209031.0
1594,2.0,10036308889.5,1250939.0710632154,10035424342.0,10035866615.75,10036308889.5,10036751163.25,10037193437.0
1595,1.0,10035651198.0,,10035651198.0,10035651198.0,10035651198.0,10035651198.0,10035651198.0
1596,1.0,10037202314.0,,10037202314.0,10037202314.0,10037202314.0,10037202314.0,10037202314.0
1597,2.0,10033842058.5,2.1213203435596424,10033842057.0,10033842057.75,10033842058.5,10033842059.25,10033842060.0
1598,1.0,10037210560.0,,10037210560.0,10037210560.0,10037210560.0,10037210560.0,10037210560.0
1599,12.0,10036527036.416666,113993.32501706829,10036165079.0,10036558652.5,10036560188.0,10036560939.5,10036561059.0
1600,4.0,10036503056.0,634789.1431559512,10035671901.0,10036338365.25,10036561102.5,10036725793.25,10037218118.0
1602,6.0,10035844806.333334,1690013.388959705,10033863571.0,10034264328.75,10036345957.0,10037299830.5,10037325112.0
1603,1.0,10034209571.0,,10034209571.0,10034209571.0,10034209571.0,10034209571.0,10034209571.0
1604,4.0,10035122210.0,1740904.396058363,10033183999.0,10034078515.0,10035036558.5,10036080253.5,10037231724.0
1605,3.0,10033290375.333334,903776.994808085,10032444527.0,10032814235.0,10033183943.0,10033713299.5,10034242656.0
1606,1.0,10037241375.0,,10037241375.0,10037241375.0,10037241375.0,10037241375.0,10037241375.0
1608,1.0,10037249336.0,,10037249336.0,10037249336.0,10037249336.0,10037249336.0,10037249336.0
1610,2.0,10035617389.5,2319183.6701780437,10033977479.0,10034797434.25,10035617389.5,10036437344.75,10037257300.0
1612,2.0,10037019399.5,343699.8575974392,10036776367.0,10036897883.25,10037019399.5,10037140915.75,10037262432.0
1613,2.0,10034977514.5,1082419.968757275,10034212128.0,10034594821.25,10034977514.5,10035360207.75,10035742901.0
1614,3.0,10035295412.0,1712788.3371240008,10034236758.0,10034307374.0,10034377990.0,10035824739.0,10037271488.0
1616,2.0,10035579818.0,2406509.2363342387,10033878159.0,10034728988.5,10035579818.0,10036430647.5,10037281477.0
1617,1.0,10035540915.0,,10035540915.0,10035540915.0,10035540915.0,10035540915.0,10035540915.0
1618,12.0,10035749380.333334,981915.6220375218,10035144287.0,10035144289.75,10035145287.5,10036164111.75,10037378592.0
1619,4.0,10035104400.75,871158.3480827409,10033821834.0,10034945074.5,10035434437.5,10035593763.75,10035726894.0
1620,2.0,10036088444.0,1707549.7394805225,10034881024.0,10035484734.0,10036088444.0,10036692154.0,10037295864.0
1621,7.0,10034681998.857143,1323075.2085016973,10033162525.0,10033947847.5,10034002771.0,10035302565.0,10037107871.0
1622,2.0,10035839883.5,2068774.531542889,10034377039.0,10035108461.25,10035839883.5,10036571305.75,10037302728.0
1623,3.0,10035770967.333334,879905.7095537756,10034880676.0,10035336398.0,10035792120.0,10036216113.0,10036640106.0
1624,10.0,10034832390.5,1730736.7788801682,10033201694.0,10033420512.5,10033815445.0,10036640111.5,10037309449.0
1625,4.0,10034729389.75,1496052.263485777,10032513351.0,10034603887.5,10035301363.0,10035426865.25,10035801482.0
1626,5.0,10035708735.2,899198.8332216629,10035300647.0,10035307873.0,10035308778.0,10035309119.0,10037317259.0
1627,3.0,10034548286.666666,1774191.8632026056,10032520061.0,10033916248.0,10035312435.0,10035562399.5,10035812364.0
1628,5.0,10036137175.8,1056619.9811196076,10034763766.0,10035319586.0,10036639637.0,10036640104.0,10037322786.0
1629,1.0,10034396905.0,,10034396905.0,10034396905.0,10034396905.0,10034396905.0,10034396905.0
1630,25.0,10033552093.52,787258.6484564184,10033394567.0,10033394573.0,10033394579.0,10033394799.0,10037330935.0
1631,3.0,10034782309.333334,1148559.3183881855,10033470502.0,10034369859.5,10035269217.0,10035438213.0,10035607209.0
1632,4.0,10035853951.5,1208694.7544991113,10034378133.0,10035472826.25,10035849487.5,10036230612.75,10037338698.0
1633,14.0,10035007774.071428,271024.4239679302,10034315902.0,10034986318.25,10034986686.5,10034987054.75,10035618588.0
1634,7.0,10035451784.571428,932455.268744272,10034210951.0,10035320562.0,10035321159.0,10035321168.0,10037346922.0
1635,1.0,10037352977.0,,10037352977.0,10037352977.0,10037352977.0,10037352977.0,10037352977.0
1636,3.0,10035700345.666666,1737469.7106609752,10033889264.0,10034873814.5,10035858365.0,10036605886.5,10037353408.0
1637,4.0,10035679265.0,995794.202233574,10034914355.0,10035225663.5,10035329434.5,10035783036.0,10037143836.0
1638,1.0,10037362631.0,,10037362631.0,10037362631.0,10037362631.0,10037362631.0,10037362631.0
1640,4.0,10035822230.25,1498378.1575824742,10033782200.0,10035371452.25,10036068128.5,10036518906.5,10037370464.0
1641,6.0,10035460562.666666,251481.7442190718,10035302834.0,10035304448.75,10035305958.0,10035572036.5,10035883951.0
1642,10.0,10035517185.3,653512.2633471558,10035301994.0,10035309747.75,10035312395.0,10035312844.5,10037377090.0
1644,1.0,10037386691.0,,10037386691.0,10037386691.0,10037386691.0,10037386691.0,10037386691.0
1645,2.0,10034800710.5,842507.1231820536,10034204968.0,10034502839.25,10034800710.5,10035098581.75,10035396453.0
1646,1.0,10037392771.0,,10037392771.0,10037392771.0,10037392771.0,10037392771.0,10037392771.0
1647,1.0,10035310686.0,,10035310686.0,10035310686.0,10035310686.0,10035310686.0,10035310686.0
1648,1.0,10037400319.0,,10037400319.0,10037400319.0,10037400319.0,10037400319.0,10037400319.0
1649,1.0,10037325139.0,,10037325139.0,10037325139.0,10037325139.0,10037325139.0,10037325139.0
1650,2.0,10036668170.5,1045179.4830193042,10035929117.0,10036298643.75,10036668170.5,10037037697.25,10037407224.0
1651,3.0,10033574587.0,553.3904588985972,10033574267.0,10033574267.5,10033574268.0,10033574747.0,10033575226.0
1652,1.0,10037413782.0,,10037413782.0,10037413782.0,10037413782.0,10037413782.0,10037413782.0
1653,1.0,10035610777.0,,10035610777.0,10035610777.0,10035610777.0,10035610777.0,10035610777.0
1654,4.0,10034817145.0,1810516.2054734556,10033586605.0,10033586605.75,10034130032.0,10035360571.25,10037421911.0
1655,3.0,10036304624.666666,618880.5340648011,10035731744.0,10035976425.5,10036221107.0,10036591065.0,10036961023.0
1656,3.0,10035667238.333334,2650611.9086537985,10032618895.0,10034786361.0,10036953827.0,10037191410.0,10037428993.0
1658,1.0,10037434974.0,,10037434974.0,10037434974.0,10037434974.0,10037434974.0,10037434974.0
1659,3.0,10034826059.0,993545.0731652792,10034191153.0,10034253568.5,10034315984.0,10035143512.0,10035971040.0
1660,1.0,10037441189.0,,10037441189.0,10037441189.0,10037441189.0,10037441189.0,10037441189.0
1661,2.0,10034339043.5,2349913.1166748484,10032677404.0,10033508223.75,10034339043.5,10035169863.25,10036000683.0
1662,1.0,10037448386.0,,10037448386.0,10037448386.0,10037448386.0,10037448386.0,10037448386.0
1663,10.0,10035758529.5,82729.54562542266,10035726486.0,10035727430.25,10035727433.0,10035727444.0,10035989744.0
1664,1.0,10037454553.0,,10037454553.0,10037454553.0,10037454553.0,10037454553.0,10037454553.0
1665,3.0,10035262284.0,239345.172903069,10034985912.0,10035193190.0,10035400468.0,10035400470.0,10035400472.0
1666,5.0,10035443287.6,1129300.641341047,10034938192.0,10034938267.0,10034938268.0,10034938269.0,10037463442.0
1667,2.0,10034627069.5,440030.42861204495,10034315921.0,10034471495.25,10034627069.5,10034782643.75,10034938218.0
1668,2.0,10036741825.5,1029794.2536742473,10036013651.0,10036377738.25,10036741825.5,10037105912.75,10037470000.0
1670,2.0,10036750723.5,1026907.8437934439,10036024590.0,10036387656.75,10036750723.5,10037113790.25,10037476857.0
1672,3.0,10035945353.333334,1585582.3048837082,10034316839.0,10035175931.0,10036035023.0,10036759610.5,10037484198.0
1673,1.0,10035308743.0,,10035308743.0,10035308743.0,10035308743.0,10035308743.0,10035308743.0
1674,7.0,10035536374.142857,1122864.1486813128,10034215330.0,10034843800.5,10035312071.0,10036024138.5,10037491340.0
1675,2.0,10034751678.5,2079335.8784266913,10033281366.0,10034016522.25,10034751678.5,10035486834.75,10036221991.0
1676,2.0,10036859869.0,903344.4693150006,10036221108.0,10036540488.5,10036859869.0,10037179249.5,10037498630.0
1677,1.0,10036059233.0,,10036059233.0,10036059233.0,10036059233.0,10036059233.0,10036059233.0
1678,2.0,10035392875.5,2986115.472484696,10033281373.0,10034337124.25,10035392875.5,10036448626.75,10037504378.0
1679,1.0,10034134427.0,,10034134427.0,10034134427.0,10034134427.0,10034134427.0,10034134427.0
1680,2.0,10036685423.5,1167105.9052993006,10035860155.0,10036272789.25,10036685423.5,10037098057.75,10037510692.0
1681,1.0,10034376699.0,,10034376699.0,10034376699.0,10034376699.0,10034376699.0,10034376699.0
1682,2.0,10036421998.0,1549497.2317497053,10035326338.0,10035874168.0,10036421998.0,10036969828.0,10037517658.0
1683,1.0,10034984725.0,,10034984725.0,10034984725.0,10034984725.0,10034984725.0,10034984725.0
1684,1.0,10037524320.0,,10037524320.0,10037524320.0,10037524320.0,10037524320.0,10037524320.0
1685,6.0,10034108764.5,1496652.3409445162,10033406249.0,10033406252.25,10033406253.5,10033768582.0,10037138221.0
1686,9.0,10034989828.333334,1238626.198798794,10033407145.0,10034279370.0,10034384318.0,10035312668.0,10037531205.0
1688,2.0,10035836698.0,2406042.5458586556,10034135369.0,10034986033.5,10035836698.0,10036687362.5,10037538027.0
1690,2.0,10035852660.5,2393797.577728848,10034159990.0,10035006325.25,10035852660.5,10036698995.75,10037545331.0
1691,1.0,10034378082.0,,10034378082.0,10034378082.0,10034378082.0,10034378082.0,10034378082.0
1692,1.0,10037552249.0,,10037552249.0,10037552249.0,10037552249.0,10037552249.0,10037552249.0
1693,1.0,10036238913.0,,10036238913.0,10036238913.0,10036238913.0,10036238913.0,10036238913.0
1694,2.0,10036746889.5,1152208.5796332625,10035932155.0,10036339522.25,10036746889.5,10037154256.75,10037561624.0
1695,3.0,10034856977.333334,1119279.7513393753,10034207279.0,10034210764.0,10034214249.0,10035181826.5,10036149404.0
1696,1.0,10034316859.0,,10034316859.0,10034316859.0,10034316859.0,10034316859.0,10034316859.0
1697,1.0,10035310328.0,,10035310328.0,10035310328.0,10035310328.0,10035310328.0,10035310328.0
1698,1.0,10037583651.0,,10037583651.0,10037583651.0,10037583651.0,10037583651.0,10037583651.0
1699,1.0,10033889308.0,,10033889308.0,10033889308.0,10033889308.0,10033889308.0,10033889308.0
1700,1.0,10037595013.0,,10037595013.0,10037595013.0,10037595013.0,10037595013.0,10037595013.0
1701,2.0,10033966346.0,711092.0350053149,10033463528.0,10033714937.0,10033966346.0,10034217755.0,10034469164.0
1702,1.0,10037606800.0,,10037606800.0,10037606800.0,10037606800.0,10037606800.0,10037606800.0
1704,5.0,10035975063.6,1212526.120150531,10034205340.0,10035879483.0,10035981070.0,10036193625.0,10037615800.0
1706,3.0,10036891908.666666,714800.797701243,10036204607.0,10036522186.5,10036839766.0,10037235559.5,10037631353.0
1707,1.0,10034014239.0,,10034014239.0,10034014239.0,10034014239.0,10034014239.0,10034014239.0
1708,3.0,10036394691.333334,1176046.1180031733,10035318287.0,10035767086.5,10036215886.0,10036932893.5,10037649901.0
1710,2.0,10035430853.5,3154433.7564647794,10033200332.0,10034315592.75,10035430853.5,10036546114.25,10037661375.0
1711,1.0,10033204135.0,,10033204135.0,10033204135.0,10033204135.0,10033204135.0,10033204135.0
1712,3.0,10036650072.666666,892712.4064783313,10036019645.0,10036139317.0,10036258989.0,10036965286.5,10037671584.0
1713,1.0,10036243804.0,,10036243804.0,10036243804.0,10036243804.0,10036243804.0,10036243804.0
1714,3.0,10036853877.0,2344672.8395810365,10034207442.0,10035944893.5,10037682345.0,10038177094.5,10038671844.0
1716,2.0,10035430543.0,3205418.276708673,10033163970.0,10034297256.5,10035430543.0,10036563829.5,10037697116.0
1717,1.0,10038675851.0,,10038675851.0,10038675851.0,10038675851.0,10038675851.0,10038675851.0
1719,1.0,10037717325.0,,10037717325.0,10037717325.0,10037717325.0,10037717325.0,10037717325.0
1720,4.0,10036317387.5,1374437.0863851863,10034459020.0,10035839908.75,10036539313.5,10037016792.25,10037731903.0
1721,1.0,10036059960.0,,10036059960.0,10036059960.0,10036059960.0,10036059960.0,10036059960.0
1722,6.0,10035873882.5,996293.99982731,10035298328.0,10035301177.75,10035307920.0,10036043373.5,10037741672.0
1723,4.0,10035920945.25,1894027.0186000294,10034380263.0,10035076429.5,10035309259.5,10036153775.25,10038684999.0
1724,4.0,10035412243.0,1634711.4324583407,10034203390.0,10034334015.25,10034846665.5,10035924893.25,10037752251.0
1726,2.0,10038229596.0,654021.4466957486,10037767133.0,10037998364.5,10038229596.0,10038460827.5,10038692059.0
1727,4.0,10034688831.25,2268461.085167707,10032638479.0,10032822967.0,10034488453.5,10036354317.75,10037139939.0
1728,10.0,10036073713.5,745258.6940473533,10035727437.0,10035727440.25,10035727442.5,10035727444.75,10037777013.0
1729,2.0,10035850829.0,2170669.325818652,10034315934.0,10035083381.5,10035850829.0,10036618276.5,10037385724.0
1730,1.0,10037786797.0,,10037786797.0,10037786797.0,10037786797.0,10037786797.0,10037786797.0
1731,3.0,10036226727.333334,110280.87399605307,10036113278.0,10036173321.0,10036233364.0,10036283452.0,10036333540.0
1732,3.0,10035687517.333334,2516310.6198147186,10032902617.0,10034632451.5,10036362286.0,10037079967.5,10037797649.0
1733,1.0,10036343735.0,,10036343735.0,10036343735.0,10036343735.0,10036343735.0,10036343735.0
1734,4.0,10035364540.5,1652691.9077969936,10034316858.0,10034362234.5,10034668006.5,10035670312.5,10037805291.0
1735,2.0,10036243173.0,157957.7554221381,10036131480.0,10036187326.5,10036243173.0,10036299019.5,10036354866.0
1736,2.0,10038262820.5,631654.952100037,10037816173.0,10038039496.75,10038262820.5,10038486144.25,10038709468.0
1737,2.0,10034532125.5,2275986.516915357,10032922760.0,10033727442.75,10034532125.5,10035336808.25,10036141491.0
1738,1.0,10037826461.0,,10037826461.0,10037826461.0,10037826461.0,10037826461.0,10037826461.0
1739,1.0,10032428075.0,,10032428075.0,10032428075.0,10032428075.0,10032428075.0,10032428075.0
1740,3.0,10036198678.333334,1738143.2755634193,10034376693.0,10035378689.5,10036380686.0,10037109671.0,10037838656.0
1741,1.0,10035887811.0,,10035887811.0,10035887811.0,10035887811.0,10035887811.0,10035887811.0
1742,2.0,10037125933.5,1033219.478922315,10036395337.0,10036760635.25,10037125933.5,10037491231.75,10037856530.0
1744,2.0,10037137870.0,1030919.2605631151,10036408900.0,10036773385.0,10037137870.0,10037502355.0,10037866840.0
1745,3.0,10035721483.0,2603958.774862613,10034216443.0,10034218087.0,10034219731.0,10036474003.0,10038728275.0
1746,2.0,10036484210.0,1965140.2545854074,10035094646.0,10035789428.0,10036484210.0,10037178992.0,10037873774.0
1747,2.0,10035094910.0,370.5239533417509,10035094648.0,10035094779.0,10035094910.0,10035095041.0,10035095172.0
1748,1.0,10037883439.0,,10037883439.0,10037883439.0,10037883439.0,10037883439.0,10037883439.0
1749,2.0,10036319015.5,166129.78849231103,10036201544.0,10036260279.75,10036319015.5,10036377751.25,10036436487.0
1750,1.0,10037891795.0,,10037891795.0,10037891795.0,10037891795.0,10037891795.0,10037891795.0
1751,1.0,10034378162.0,,10034378162.0,10034378162.0,10034378162.0,10034378162.0,10034378162.0
1752,6.0,10035926914.833334,1322626.6396103501,10034673459.0,10034901514.0,10035585676.5,10036754297.0,10037899380.0
1753,5.0,10036661120.8,1434102.7771844668,10035302037.0,10035302875.0,10036979052.0,10036979053.0,10038742587.0
1754,3.0,10036425798.333334,1952133.1201560854,10034214482.0,10035683639.0,10037152796.0,10037531456.5,10037910117.0
1755,3.0,10035881285.666666,591309.6718085485,10035310008.0,10035576541.5,10035843075.0,10036166924.5,10036490774.0
1756,3.0,10036171964.0,2578916.672695921,10033209927.0,10035298635.5,10037387344.0,10037652982.5,10037918621.0
1757,1.0,10034315905.0,,10034315905.0,10034315905.0,10034315905.0,10034315905.0,10034315905.0
1758,3.0,10037184351.666666,721734.6824563257,10036485487.0,10036813044.5,10037140602.0,10037533784.0,10037926966.0
1760,2.0,10036461008.5,2086148.1451566424,10034985879.0,10035723443.75,10036461008.5,10037198573.25,10037936138.0
1761,3.0,10035679845.666666,779660.0960933766,10034985880.0,10035258020.5,10035530161.0,10036026828.5,10036523496.0
1762,4.0,10036988819.25,1690323.0695156818,10034985878.0,10035947855.0,10037105478.5,10038146442.75,10038758442.0
1763,4.0,10035354843.5,2359029.5697534187,10033311860.0,10033311866.0,10035354575.5,10037397553.0,10037398363.0
1764,1.0,10037956517.0,,10037956517.0,10037956517.0,10037956517.0,10037956517.0,10037956517.0
1765,2.0,10035780494.0,2229841.4354819045,10034203758.0,10034992126.0,10035780494.0,10036568862.0,10037357230.0
1766,3.0,10037016180.333334,2372110.213696938,10034315895.0,10036142205.0,10037968515.0,10038366323.0,10038764131.0
1767,1.0,10036535788.0,,10036535788.0,10036535788.0,10036535788.0,10036535788.0,10036535788.0
1769,1.0,10036569804.0,,10036569804.0,10036569804.0,10036569804.0,10036569804.0,10036569804.0
1770,1.0,10037984622.0,,10037984622.0,10037984622.0,10037984622.0,10037984622.0,10037984622.0
1771,1.0,10034344847.0,,10034344847.0,10034344847.0,10034344847.0,10034344847.0,10034344847.0
1772,9.0,10037073627.0,2000603.9366661883,10033207278.0,10036319124.0,10038244089.0,10038248406.0,10038772126.0
1773,1.0,10034377044.0,,10034377044.0,10034377044.0,10034377044.0,10034377044.0,10034377044.0
1774,1.0,10038002954.0,,10038002954.0,10038002954.0,10038002954.0,10038002954.0,10038002954.0
1775,2.0,10036495867.0,3228906.949766128,10034212685.0,10035354276.0,10036495867.0,10037637458.0,10038779049.0
1776,2.0,10037297781.0,1007388.1610987892,10036585450.0,10036941615.5,10037297781.0,10037653946.5,10038010112.0
1778,2.0,10037307825.5,1003822.2216012654,10036598016.0,10036952920.75,10037307825.5,10037662730.25,10038017635.0
1780,4.0,10036352896.5,1485102.1717025621,10034415408.0,10035874386.0,10036485520.0,10036964030.5,10038025138.0
1781,1.0,10035356647.0,,10035356647.0,10035356647.0,10035356647.0,10035356647.0,10035356647.0
1782,1.0,10038032827.0,,10038032827.0,10038032827.0,10038032827.0,10038032827.0,10038032827.0
1784,1.0,10038038627.0,,10038038627.0,10038038627.0,10038038627.0,10038038627.0,10038038627.0
1785,3.0,10037001655.0,1642691.772306357,10035573141.0,10036104168.5,10036635196.0,10037715912.0,10038796628.0
1786,2.0,10035585649.0,3480878.7943877047,10033124296.0,10034354972.5,10035585649.0,10036816325.5,10038047002.0
1787,1.0,10036668367.0,,10036668367.0,10036668367.0,10036668367.0,10036668367.0,10036668367.0
1788,2.0,10038428554.5,528438.5752502367,10038054892.0,10038241723.25,10038428554.5,10038615385.75,10038802217.0
1790,5.0,10036118676.8,1181337.669684117,10035301915.0,10035302039.0,10035504192.0,10036422816.0,10038062422.0
1791,1.0,10033567922.0,,10033567922.0,10033567922.0,10033567922.0,10033567922.0,10033567922.0
1792,2.0,10035610120.5,3478121.7850478585,10033150717.0,10034380418.75,10035610120.5,10036839822.25,10038069524.0
1793,2.0,10034841835.5,655717.7958638152,10034378173.0,10034610004.25,10034841835.5,10035073666.75,10035305498.0
1794,3.0,10037855513.666666,1083182.0161239444,10036678911.0,10037377659.5,10038076408.0,10038443815.0,10038811222.0
1796,3.0,10036256181.0,1935170.5150500303,10034227903.0,10035343078.5,10036458254.0,10037270320.0,10038082386.0
1797,1.0,10038814665.0,,10038814665.0,10038814665.0,10038814665.0,10038814665.0,10038814665.0
1798,2.0,10036712199.5,1950202.6238328416,10035333198.0,10036022698.75,10036712199.5,10037401700.25,10038091201.0
1800,1.0,10038098235.0,,10038098235.0,10038098235.0,10038098235.0,10038098235.0,10038098235.0
1802,1.0,10038106274.0,,10038106274.0,10038106274.0,10038106274.0,10038106274.0,10038106274.0
1803,2.0,10036476668.0,344691.92841144395,10036232934.0,10036354801.0,10036476668.0,10036598535.0,10036720402.0
1804,3.0,10036743903.333334,1265155.987592966,10035618602.0,10036059188.5,10036499775.0,10037306554.0,10038113333.0
1806,6.0,10036654060.166666,718536.7687508877,10036360407.0,10036360410.25,10036360795.5,10036361184.5,10038120767.0
1808,1.0,10038128261.0,,10038128261.0,10038128261.0,10038128261.0,10038128261.0,10038128261.0
1809,1.0,10038835869.0,,10038835869.0,10038835869.0,10038835869.0,10038835869.0,10038835869.0
1810,4.0,10035764648.0,1596786.5372766643,10034808775.0,10034809598.5,10035057939.0,10036012988.5,10038133939.0
1812,3.0,10037914884.666666,1056299.8167444381,10036764087.0,10037452172.5,10038140258.0,10038490283.5,10038840309.0
1813,3.0,10035383641.666666,365.4891699261872,10035383410.0,10035383431.0,10035383452.0,10035383757.5,10035384063.0
1814,3.0,10037431759.333334,688655.5140491748,10036773362.0,10037074072.5,10037374783.0,10037760958.0,10038147133.0
1815,3.0,10035904458.666666,2556078.224929811,10034214259.0,10034434178.5,10034654098.0,10036749558.5,10038845019.0
1816,19.0,10035530065.263159,635843.8839906504,10035308142.0,10035388134.0,10035388420.0,10035389473.5,10038154664.0
1817,10.0,10035509004.2,371886.9986493209,10035388771.0,10035389695.5,10035391134.0,10035394220.75,10036567396.0
1818,13.0,10035718542.692308,831385.7015246077,10035395774.0,10035396514.0,10035397475.0,10035398400.0,10038161946.0
1820,1.0,10038168263.0,,10038168263.0,10038168263.0,10038168263.0,10038168263.0,10038168263.0
1821,2.0,10035591040.0,1715050.7282153494,10034378316.0,10034984678.0,10035591040.0,10036197402.0,10036803764.0
1822,3.0,10037564846.0,527919.8779275127,10037259472.0,10037260051.5,10037260631.0,10037717533.0,10038174435.0
1824,7.0,10036074365.142857,1831311.0279910064,10034192490.0,10034812441.0,10035432349.0,10037206209.5,10038858416.0
1826,6.0,10036546628.833334,1108198.1056602502,10035307380.0,10035641091.0,10036541731.0,10037155881.5,10038187455.0
1827,6.0,10036067709.833334,2004069.3301940847,10033565428.0,10034525103.25,10036440145.5,10037017853.0,10038863362.0
1830,2.0,10037523024.0,960115.2443493437,10036844120.0,10037183572.0,10037523024.0,10037862476.0,10038201928.0
1831,1.0,10034422471.0,,10034422471.0,10034422471.0,10034422471.0,10034422471.0,10034422471.0
1832,2.0,10037365124.0,1193577.8618665815,10036521137.0,10036943130.5,10037365124.0,10037787117.5,10038209111.0
1833,5.0,10037218454.2,263.1875756945985,10037218335.0,10037218336.0,10037218337.0,10037218338.0,10037218925.0
1834,16.0,10037363325.5625,484288.4794427069,10036877527.0,10037218554.75,10037218558.5,10037219358.5,10038873939.0
1836,3.0,10036868293.0,2932484.367762086,10033503338.0,10035863291.5,10038223245.0,10038550770.5,10038878296.0
1837,2.0,10035860370.5,1154065.4420406583,10035044323.0,10035452346.75,10035860370.5,10036268394.25,10036676418.0
1838,1.0,10038229896.0,,10038229896.0,10038229896.0,10038229896.0,10038229896.0,10038229896.0
1839,2.0,10035421127.5,2066070.5552116316,10033960195.0,10034690661.25,10035421127.5,10036151593.75,10036882060.0
1840,1.0,10038235404.0,,10038235404.0,10038235404.0,10038235404.0,10038235404.0,10038235404.0
1841,1.0,10034376726.0,,10034376726.0,10034376726.0,10034376726.0,10034376726.0,10034376726.0
1842,1.0,10038243166.0,,10038243166.0,10038243166.0,10038243166.0,10038243166.0,10038243166.0
1843,1.0,10038889269.0,,10038889269.0,10038889269.0,10038889269.0,10038889269.0,10038889269.0
1844,1.0,10038257304.0,,10038257304.0,10038257304.0,10038257304.0,10038257304.0,10038257304.0
1846,3.0,10037131013.666666,2528496.6910914346,10034234169.0,10036249073.5,10038263978.0,10038579436.0,10038894894.0
1847,2.0,10036020834.0,994520.2318947564,10035317602.0,10035669218.0,10036020834.0,10036372450.0,10036724066.0
1848,2.0,10036257780.5,938349.7905176406,10035594267.0,10035926023.75,10036257780.5,10036589537.25,10036921294.0
1849,1.0,10038899599.0,,10038899599.0,10038899599.0,10038899599.0,10038899599.0,10038899599.0
1850,2.0,10037603634.5,951632.0842954487,10036930729.0,10037267181.75,10037603634.5,10037940087.25,10038276540.0
1851,1.0,10034521371.0,,10034521371.0,10034521371.0,10034521371.0,10034521371.0,10034521371.0
1852,4.0,10036226627.0,1731990.790759389,10034377930.0,10035074390.5,10036122984.5,10037275221.0,10038282609.0
1853,2.0,10037450653.5,2.1213203435596424,10037450652.0,10037450652.75,10037450653.5,10037450654.25,10037450655.0
1854,1.0,10038291906.0,,10038291906.0,10038291906.0,10038291906.0,10038291906.0,10038291906.0
1856,2.0,10038604858.5,434438.62818642176,10038297664.0,10038451261.25,10038604858.5,10038758455.75,10038912053.0
1857,4.0,10037309588.75,234615.46983290906,10036961804.0,10037271539.0,10037412679.5,10037450729.25,10037451192.0
1858,1.0,10038305770.0,,10038305770.0,10038305770.0,10038305770.0,10038305770.0,10038305770.0
1859,1.0,10038917017.0,,10038917017.0,10038917017.0,10038917017.0,10038917017.0,10038917017.0
1860,4.0,10037499190.25,628123.016340682,10036781505.0,10037283366.0,10037450653.5,10037666477.75,10038313949.0
1862,1.0,10038318709.0,,10038318709.0,10038318709.0,10038318709.0,10038318709.0,10038318709.0
1863,1.0,10033501554.0,,10033501554.0,10033501554.0,10033501554.0,10033501554.0,10033501554.0
1864,4.0,10037849697.25,465142.8765346371,10037450576.0,10037450576.75,10037811155.0,10038210275.5,10038325903.0
1866,3.0,10037568799.333334,685612.3472782074,10037001563.0,10037187853.0,10037374143.0,10037852417.5,10038330692.0
1867,2.0,10035915695.5,1488006.518950942,10034863516.0,10035389605.75,10035915695.5,10036441785.25,10036967875.0
1868,1.0,10038338052.0,,10038338052.0,10038338052.0,10038338052.0,10038338052.0,10038338052.0
1869,1.0,10037031575.0,,10037031575.0,10037031575.0,10037031575.0,10037031575.0,10037031575.0
1870,1.0,10038346969.0,,10038346969.0,10038346969.0,10038346969.0,10038346969.0,10038346969.0
1871,2.0,10033796072.0,832679.0460303418,10033207279.0,10033501675.5,10033796072.0,10034090468.5,10034384865.0
1872,2.0,10036334227.0,2854283.1913070576,10034315944.0,10035325085.5,10036334227.0,10037343368.5,10038352510.0
1873,1.0,10035314991.0,,10035314991.0,10035314991.0,10035314991.0,10035314991.0,10035314991.0
1874,1.0,10038360202.0,,10038360202.0,10038360202.0,10038360202.0,10038360202.0,10038360202.0
1875,2.0,10035975671.5,1510301.5957617539,10034907727.0,10035441699.25,10035975671.5,10036509643.75,10037043616.0
1876,2.0,10036839370.5,2160299.604872551,10035311808.0,10036075589.25,10036839370.5,10037603151.75,10038366933.0
1877,1.0,10038946369.0,,10038946369.0,10038946369.0,10038946369.0,10038946369.0,10038946369.0
1878,3.0,10037815177.333334,622264.4335476143,10037143749.0,10037536526.5,10037929304.0,10038150891.5,10038372479.0
1879,2.0,10036239149.0,4.242640687119285,10036239146.0,10036239147.5,10036239149.0,10036239150.5,10036239152.0
1880,3.0,10037398157.666666,2212515.553371396,10034864894.0,10036621527.0,10038378160.0,10038664789.5,10038951419.0
1881,2.0,10036501758.5,831220.2847407539,10035913997.0,10036207877.75,10036501758.5,10036795639.25,10037089520.0
